Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2004-08-19 00:00:00-04:00,2.485360965611227,2.5862661295326324,2.384951630380579,2.4938106536865234,893181924,0.0,0.0
2004-08-20 00:00:00-04:00,2.510463115613272,2.711031763810558,2.4977875165028354,2.6918938159942627,456686856,0.0,0.0
2004-08-23 00:00:00-04:00,2.752537336169934,2.8203872541396398,2.7102858175213456,2.718984603881836,365122512,0.0,0.0
2004-08-24 00:00:00-04:00,2.7647154583711613,2.773662870234697,2.574088252266053,2.6063973903656006,304946748,0.0,0.0
2004-08-25 00:00:00-04:00,2.608635122782801,2.6841900486082326,2.5817933596322864,2.6344828605651855,183772044,0.0,0.0
2004-08-26 00:00:00-04:00,2.6083853730549666,2.6829462616598474,2.601178098318059,2.6819519996643066,141897960,0.0,0.0
2004-08-27 00:00:00-04:00,2.6866748321607354,2.6995988192374147,2.6267780563057177,2.6382100582122803,124235640,0.0,0.0
2004-08-30 00:00:00-04:00,2.61658834686181,2.6218073353702684,2.5353169441223145,2.5353169441223145,103935960,0.0,0.0
2004-08-31 00:00:00-04:00,2.542523702036075,2.577566997071826,2.5390446138582847,2.5442636013031006,98357544,0.0,0.0
2004-09-01 00:00:00-04:00,2.552465320040897,2.559176056111326,2.4771587900091063,2.491574287414551,182765052,0.0,0.0
2004-09-02 00:00:00-04:00,2.465229277048049,2.544264000547896,2.459016026649178,2.5228896141052246,302373324,0.0,0.0
2004-09-03 00:00:00-04:00,2.5089712533109463,2.528605737487081,2.4684596350514596,2.485609292984009,103048848,0.0,0.0
2004-09-07 00:00:00-04:00,2.510462955032275,2.5350682774881776,2.475668044635913,2.5246293544769287,116950932,0.0,0.0
2004-09-08 00:00:00-04:00,2.5037523750302895,2.5606668378599404,2.4977875125799884,2.5425240993499756,99712188,0.0,0.0
2004-09-09 00:00:00-04:00,2.548240855460422,2.5527139700251906,2.5102152379139304,2.5427725315093994,81234684,0.0,0.0
2004-09-10 00:00:00-04:00,2.525127111632215,2.6484009411405656,2.5176705004672297,2.617830753326416,173977848,0.0,0.0
2004-09-13 00:00:00-04:00,2.650139694345464,2.694379740671903,2.6459149683474963,2.671762704849243,156882960,0.0,0.0
2004-09-14 00:00:00-04:00,2.6705202272325588,2.7836042196932294,2.6541162052264227,2.7709286212921143,216579204,0.0,0.0
2004-09-15 00:00:00-04:00,2.7478149732544788,2.8390278021410316,2.7388675619128677,2.783604145050049,214261524,0.0,0.0
2004-09-16 00:00:00-04:00,2.792053924150154,2.8780477679951577,2.77490521182435,2.8325655460357666,185326488,0.0,0.0
2004-09-17 00:00:00-04:00,2.8437493505753393,2.9200501441955566,2.8221275247438475,2.9200501441955566,189450360,0.0,0.0
2004-09-20 00:00:00-04:00,2.9066295021679105,3.0221983152411345,2.9021554414250343,2.966526508331299,212575212,0.0,0.0
2004-09-21 00:00:00-04:00,2.9777103928062236,2.9928717642128166,2.9205475473586446,2.9287490844726562,144575280,0.0,0.0
2004-09-22 00:00:00-04:00,2.91781344077872,2.9742313603079578,2.903149555295579,2.942169427871704,151624224,0.0,0.0
2004-09-23 00:00:00-04:00,2.953602693566467,3.047798075045942,2.9083686226793075,3.0028133392333984,170713116,0.0,0.0
2004-09-24 00:00:00-04:00,3.0057954603819366,3.0843329256703753,2.976467927268201,2.97820782661438,182469348,0.0,0.0
2004-09-27 00:00:00-04:00,2.971497373763177,3.0043039983379263,2.9277550498065428,2.9391872882843018,141322536,0.0,0.0
2004-09-28 00:00:00-04:00,3.0147434338534747,3.166349833185827,2.987652334080703,3.1529293060302734,338581080,0.0,0.0
2004-09-29 00:00:00-04:00,3.1489525052729683,3.3557344044115816,3.1372711682682173,3.2578108310699463,610329060,0.0,0.0
2004-09-30 00:00:00-04:00,3.2284839850829328,3.288132609467551,3.206115336564152,3.221027374267578,275160564,0.0,0.0
2004-10-01 00:00:00-04:00,3.2508515812483902,3.3363479400993143,3.203630169513404,3.295091390609741,302497200,0.0,0.0
2004-10-04 00:00:00-04:00,3.361450764368902,3.4017130519365923,3.3311289667791533,3.3567283153533936,260455284,0.0,0.0
